executed_at,platform,application,service,transaction_id,trade_uuid,type,amount,uti,caaj_from,caaj_to,comment
2022-08-13 06:10:09,osmosis,osmosis,osmosis,CB75EE45ED48BDF94D42417CCD282E8C8524DF8C6F2344547B07AA17C6B4DF68,,send,50.82706,ibc%2FD189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,osmo17vm6qd44wua7lgptcge3w45wufze8lcv6extnn,kujira17vm6qd44wua7lgptcge3w45wufze8lcvr2hrgt,
2022-08-13 06:10:09,osmosis,osmosis,osmosis,CB75EE45ED48BDF94D42417CCD282E8C8524DF8C6F2344547B07AA17C6B4DF68,,lose,0.003127,osmo/osmosis,osmo17vm6qd44wua7lgptcge3w45wufze8lcv6extnn,fee,
2022-08-13 06:16:11,osmosis,osmosis,osmosis,859D11A8574AE068BC9B67D198F9523D3D7B66F90E9EF46B159DFB0497BDA8BE,,lose,0.0125,osmo/osmosis,osmo17vm6qd44wua7lgptcge3w45wufze8lcv6extnn,fee,
2022-08-13 06:16:11,osmosis,osmosis,swap,859D11A8574AE068BC9B67D198F9523D3D7B66F90E9EF46B159DFB0497BDA8BE,29b07a91-0d2d-49d6-8919-f68a4c2e2737,get,8.152688,osmo,osmo10venxtvdglryxkdmvjr8wa6n3ugja40rewddlxtg0pr30vmkf47sllgslg,osmo17vm6qd44wua7lgptcge3w45wufze8lcv6extnn,
2022-08-13 06:16:11,osmosis,osmosis,swap,859D11A8574AE068BC9B67D198F9523D3D7B66F90E9EF46B159DFB0497BDA8BE,29b07a91-0d2d-49d6-8919-f68a4c2e2737,lose,10,ibc%2FD189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,osmo17vm6qd44wua7lgptcge3w45wufze8lcv6extnn,osmo10venxtvdglryxkdmvjr8wa6n3ugja40rewddlxtg0pr30vmkf47sllgslg,
2022-08-13 06:16:55,osmosis,osmosis,osmosis,3E225B6DE9CBF60EEA72C9FBF42B1CC83E3E0EB51054FF3D26754AD7B9B682EC,,send,10.80934,ibc%2FBB6BCDB515050BAE97516111873CCD7BCF1FD0CCB723CC12F3C4F704D6C646CE,osmo17vm6qd44wua7lgptcge3w45wufze8lcv6extnn,kujira17vm6qd44wua7lgptcge3w45wufze8lcvr2hrgt,
2022-08-13 06:16:55,osmosis,osmosis,osmosis,3E225B6DE9CBF60EEA72C9FBF42B1CC83E3E0EB51054FF3D26754AD7B9B682EC,,lose,0.00325,osmo/osmosis,osmo17vm6qd44wua7lgptcge3w45wufze8lcv6extnn,fee,
2022-08-20 10:57:54,osmosis,osmosis,swap,F86005DF36D9DE19593D0F84291EFDFFC9D028254FEE32DF2F54EC93479CF17F,f448678c-aa56-43c1-bb8b-83e854e14618,lose,17,ibc%2FD189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,osmo17vm6qd44wua7lgptcge3w45wufze8lcv6extnn,osmo10venxtvdglryxkdmvjr8wa6n3ugja40rewddlxtg0pr30vmkf47sllgslg,
2022-08-20 10:57:54,osmosis,osmosis,swap,F86005DF36D9DE19593D0F84291EFDFFC9D028254FEE32DF2F54EC93479CF17F,f448678c-aa56-43c1-bb8b-83e854e14618,get,15.125228,osmo,osmo10venxtvdglryxkdmvjr8wa6n3ugja40rewddlxtg0pr30vmkf47sllgslg,osmo17vm6qd44wua7lgptcge3w45wufze8lcv6extnn,
2022-08-20 10:57:54,osmosis,osmosis,osmosis,F86005DF36D9DE19593D0F84291EFDFFC9D028254FEE32DF2F54EC93479CF17F,,lose,0.0125,osmo/osmosis,osmo17vm6qd44wua7lgptcge3w45wufze8lcv6extnn,fee,
2022-08-21 16:44:48,osmosis,osmosis,swap,BD7DFC7C7CF8F2F44271E93F98135841DEE7AA84EE6D7A5FB1978AA9480C1E6C,7e72733a-b9d0-4b1a-9bd8-d48337a7b44e,lose,23.82706,ibc%2FD189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,osmo17vm6qd44wua7lgptcge3w45wufze8lcv6extnn,osmo10venxtvdglryxkdmvjr8wa6n3ugja40rewddlxtg0pr30vmkf47sllgslg,
